Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	i++	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	i<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	int i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L01-F	3416	201	100	383	17	398	100	2975	198	100	383	15	398	100	4141	4141	4141	4141	1	231467	4141	4200	4200	4200	4200	1	231409	4200	13	340	4540	268.96	395.9
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L02-F	360	120	94	158	3	4590	108	267	133	108	158	2	4590	108	410	410	410	410	1	235658	410	460	460	460	460	1	235608	460	2	4540		395.9	
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L03-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L05-F	108	108	108	108	1	232	108	108	108	108	108	1	232	108	108	108	108	108	1	231300	108	133	133	133	133	1	231275	133	0		340		268.96
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L06-F	40	40	40	40	1	0	40	0	0			0			40	40	40	40	1	231069	40	40	40	40	40	1	231069	40	0				
Participant819	N	Timeline1	P2Ca+05s	1	P2Ca	L07-F	0	0			0			0	0			0			0	0			0							0			0				
