Participant	Dys	Timeline	TOI	Interval	Media	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Ai++	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Ai<x;	83	83	83	83	1	92	83	83	83	83	83	1	92	83	83	83	83	83	1	410492	83	100	100	100	100	1	410476	100	0		176		155.69
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Aint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Bi++	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Bi<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Bint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Ci++	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Ci<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	Cint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	j-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	j-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	j-L11	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L01-F	650	130	75	183	5	426	150	575	144	108	183	4	426	150	2033	678	150	1475	3	410826	150	2091	697	167	1500	3	410809	167	0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L02-F	92	92	92	92	1	1517	92	92	92	92	92	1	1517	92	92	92	92	92	1	411917	92	125	125	125	125	1	411884	125	0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L03-F	83	83	83	83	1	92	83	83	83	83	83	1	92	83	83	83	83	83	1	410492	83	100	100	100	100	1	410476	100	0		176		155.69
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L04-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L05-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L06-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L07-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L08-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L09-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L10-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L11-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L12-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L13-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L14-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L15-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L16-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	L17-F	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L01	283	142	133	150	2	426	150	283	142	133	150	2	426	150	283	142	133	150	2	410826	150	325	162	158	167	2	410809	167	0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L03	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L04	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L08	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L09a	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L09b	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L10	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L15	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	numbers-L16	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	P3-Whole-F	1183	108	67	183	11	92	83	1108	111	67	183	10	92	83	4908	4908	4908	4908	1	410492	4908	4924	4924	4924	4924	1	410476	4924	2				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	temp-L08	0	0			0			0	0			0			0	0			0							0			0				
Participant561	N	Timeline2	P3Ca+05s	1	P3Ca	temp-L10	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Ai++	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Ai<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Aint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Bi++	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Bi<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Bint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Ci++	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Ci<x;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	Cint i = 0;	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	j-L06	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	j-L07	0	0			0			0	0			0			0	0			0							0			0				
Participant536	Y	Timeline2	P3Ca+05s	1	P3Ca	j-L11	0	0			0			0	0			0			0	0			0							0			0				
